Maturity (Years),Execution Date,Horizon (Years),Metric,Value
1.0,2003-06-01,3.0,RMSE,0.010656375557621167
1.0,2003-06-01,3.0,R-Squared,-7.556211097919087
1.0,2003-06-01,4.0,RMSE,0.009581155091075428
1.0,2003-06-01,4.0,R-Squared,-0.674211834417443
1.0,2003-06-01,5.0,RMSE,0.009105750813843867
1.0,2003-06-01,5.0,R-Squared,-0.14684242785660673
2.0,2003-06-01,0.5,RMSE,0.002294425743063192
2.0,2003-06-01,0.5,R-Squared,-0.6218137740554912
2.0,2003-06-01,1.0,RMSE,0.0060049888913604466
2.0,2003-06-01,1.0,R-Squared,-7.984767853854123
2.0,2003-06-01,2.0,RMSE,0.01053317312536958
2.0,2003-06-01,2.0,R-Squared,-28.514878808387156
2.0,2003-06-01,3.0,RMSE,0.011528578087683924
2.0,2003-06-01,3.0,R-Squared,-9.00551175547455
2.0,2003-06-01,4.0,RMSE,0.01058133817823838
2.0,2003-06-01,4.0,R-Squared,-1.601032708031287
2.0,2003-06-01,5.0,RMSE,0.010441442526306173
2.0,2003-06-01,5.0,R-Squared,-1.0656000375175236
3.0,2003-06-01,0.5,RMSE,0.0021599938693930647
3.0,2003-06-01,0.5,R-Squared,-0.38016457856383634
3.0,2003-06-01,1.0,RMSE,0.005521071538130408
3.0,2003-06-01,1.0,R-Squared,-6.392827831625071
3.0,2003-06-01,2.0,RMSE,0.010845483874881445
3.0,2003-06-01,2.0,R-Squared,-18.434659367756712
3.0,2003-06-01,3.0,RMSE,0.012272766181313524
3.0,2003-06-01,3.0,R-Squared,-11.391896456166807
3.0,2003-06-01,4.0,RMSE,0.011542990706994289
3.0,2003-06-01,4.0,R-Squared,-3.119814079461805
3.0,2003-06-01,5.0,RMSE,0.01143361631504985
3.0,2003-06-01,5.0,R-Squared,-2.259146372657881
4.0,2003-06-01,0.5,RMSE,0.0020669531152618104
4.0,2003-06-01,0.5,R-Squared,-0.23685662442708266
4.0,2003-06-01,1.0,RMSE,0.005171119606203871
4.0,2003-06-01,1.0,R-Squared,-5.5287336551613215
4.0,2003-06-01,2.0,RMSE,0.010887009777404666
4.0,2003-06-01,2.0,R-Squared,-14.104640152750006
4.0,2003-06-01,3.0,RMSE,0.012691936830704777
4.0,2003-06-01,3.0,R-Squared,-12.729903082102373
4.0,2003-06-01,4.0,RMSE,0.012226713062001331
4.0,2003-06-01,4.0,R-Squared,-5.047134142549498
4.0,2003-06-01,5.0,RMSE,0.01215443651917768
4.0,2003-06-01,5.0,R-Squared,-3.761105455495847
5.0,2003-06-01,0.5,RMSE,0.0019431681876369527
5.0,2003-06-01,0.5,R-Squared,-0.1503081885580071
5.0,2003-06-01,1.0,RMSE,0.004860855810208432
5.0,2003-06-01,1.0,R-Squared,-5.129974657793909
5.0,2003-06-01,2.0,RMSE,0.010855326373994438
5.0,2003-06-01,2.0,R-Squared,-11.804072461694608
5.0,2003-06-01,3.0,RMSE,0.0130020199020098
5.0,2003-06-01,3.0,R-Squared,-13.271119430972455
5.0,2003-06-01,4.0,RMSE,0.012785595868395038
5.0,2003-06-01,4.0,R-Squared,-7.195792291032381
5.0,2003-06-01,5.0,RMSE,0.012842320053377751
5.0,2003-06-01,5.0,R-Squared,-5.872033078698455
6.0,2003-06-01,0.5,RMSE,0.0017865479850410673
6.0,2003-06-01,0.5,R-Squared,0.010834609834786013
6.0,2003-06-01,1.0,RMSE,0.004435188845573638
6.0,2003-06-01,1.0,R-Squared,-4.451566870401524
6.0,2003-06-01,2.0,RMSE,0.010686963165175178
6.0,2003-06-01,2.0,R-Squared,-9.77100781327784
6.0,2003-06-01,3.0,RMSE,0.013131296370127337
6.0,2003-06-01,3.0,R-Squared,-12.619697833829626
6.0,2003-06-01,4.0,RMSE,0.013137359144000443
6.0,2003-06-01,4.0,R-Squared,-8.9997145787415
6.0,2003-06-01,5.0,RMSE,0.013222600926657594
6.0,2003-06-01,5.0,R-Squared,-7.631179293105719
7.0,2003-06-01,0.5,RMSE,0.0016590026873211077
7.0,2003-06-01,0.5,R-Squared,0.074526117323517
7.0,2003-06-01,1.0,RMSE,0.003916879804531135
7.0,2003-06-01,1.0,R-Squared,-3.818994207262949
7.0,2003-06-01,2.0,RMSE,0.01033538388246555
7.0,2003-06-01,2.0,R-Squared,-8.201889652812536
7.0,2003-06-01,3.0,RMSE,0.013099966958937717
7.0,2003-06-01,3.0,R-Squared,-11.553559282818062
7.0,2003-06-01,4.0,RMSE,0.013332943633493717
7.0,2003-06-01,4.0,R-Squared,-10.403212499241546
7.0,2003-06-01,5.0,RMSE,0.013437229917031454
7.0,2003-06-01,5.0,R-Squared,-9.304387063456977
8.0,2003-06-01,0.5,RMSE,0.0015893676672530225
8.0,2003-06-01,0.5,R-Squared,0.05209335572094387
8.0,2003-06-01,1.0,RMSE,0.0034455460643266654
8.0,2003-06-01,1.0,R-Squared,-3.2049465670386255
8.0,2003-06-01,2.0,RMSE,0.009949364599225442
8.0,2003-06-01,2.0,R-Squared,-7.105785456766045
8.0,2003-06-01,3.0,RMSE,0.012975519385440398
8.0,2003-06-01,3.0,R-Squared,-10.472294469864295
8.0,2003-06-01,4.0,RMSE,0.013440954563285467
8.0,2003-06-01,4.0,R-Squared,-11.414556213436999
8.0,2003-06-01,5.0,RMSE,0.013564926543204204
8.0,2003-06-01,5.0,R-Squared,-10.739341492795903
9.0,2003-06-01,0.5,RMSE,0.0015230307588956502
9.0,2003-06-01,0.5,R-Squared,0.004192600210812691
9.0,2003-06-01,1.0,RMSE,0.003097208736975033
9.0,2003-06-01,1.0,R-Squared,-2.7817050667703502
9.0,2003-06-01,2.0,RMSE,0.009609268373106545
9.0,2003-06-01,2.0,R-Squared,-6.443723012030839
9.0,2003-06-01,3.0,RMSE,0.012859349803768268
9.0,2003-06-01,3.0,R-Squared,-9.749643497082626
9.0,2003-06-01,4.0,RMSE,0.013536686982508546
9.0,2003-06-01,4.0,R-Squared,-12.032549131094312
9.0,2003-06-01,5.0,RMSE,0.01371022263906636
9.0,2003-06-01,5.0,R-Squared,-12.169607349576163
10.0,2003-06-01,0.5,RMSE,0.0014769410920172853
10.0,2003-06-01,0.5,R-Squared,-0.11628221802044858
10.0,2003-06-01,1.0,RMSE,0.0029266442831785253
10.0,2003-06-01,1.0,R-Squared,-2.8944200200489165
10.0,2003-06-01,2.0,RMSE,0.009383646208093918
10.0,2003-06-01,2.0,R-Squared,-6.247246433277448
10.0,2003-06-01,3.0,RMSE,0.012793233704121616
10.0,2003-06-01,3.0,R-Squared,-9.346509276832156
10.0,2003-06-01,4.0,RMSE,0.013578912311958421
10.0,2003-06-01,4.0,R-Squared,-12.192165143644763
10.0,2003-06-01,5.0,RMSE,0.013790985882076149
10.0,2003-06-01,5.0,R-Squared,-12.884446572666203
0.25,2003-08-01,0.5,RMSE,0.0037145227193882656
0.25,2003-08-01,0.5,R-Squared,-113.35593636215435
0.25,2003-08-01,1.0,RMSE,0.006224249983219203
0.25,2003-08-01,1.0,R-Squared,-177.23923457848787
0.25,2003-08-01,2.0,RMSE,0.009573434633415834
0.25,2003-08-01,2.0,R-Squared,-616.617997255854
0.25,2003-08-01,3.0,RMSE,0.010543232231549083
0.25,2003-08-01,3.0,R-Squared,-10.402401958231868
0.25,2003-08-01,4.0,RMSE,0.009595224772452516
0.25,2003-08-01,4.0,R-Squared,-0.8433031602476586
0.25,2003-08-01,5.0,RMSE,0.009326916124415784
0.25,2003-08-01,5.0,R-Squared,-0.31202692549024014
0.5,2003-08-01,0.5,RMSE,0.004568938659261099
0.5,2003-08-01,0.5,R-Squared,-43.52056972720744
0.5,2003-08-01,1.0,RMSE,0.007040011028646861
0.5,2003-08-01,1.0,R-Squared,-89.56108569386912
0.5,2003-08-01,2.0,RMSE,0.0103427387700733
0.5,2003-08-01,2.0,R-Squared,-283.2403978386868
0.5,2003-08-01,3.0,RMSE,0.01080688261245266
0.5,2003-08-01,3.0,R-Squared,-7.438198920039856
0.5,2003-08-01,4.0,RMSE,0.009722686320992225
0.5,2003-08-01,4.0,R-Squared,-0.683965685521847
0.5,2003-08-01,5.0,RMSE,0.009259352739114907
0.5,2003-08-01,5.0,R-Squared,-0.17230167971165966
1.0,2003-08-01,0.5,RMSE,0.005306882366721034
1.0,2003-08-01,0.5,R-Squared,-12.40292148159538
1.0,2003-08-01,1.0,RMSE,0.00752055090046265
1.0,2003-08-01,1.0,R-Squared,-25.88779674521405
1.0,2003-08-01,2.0,RMSE,0.01092124899563124
1.0,2003-08-01,2.0,R-Squared,-78.46590868226572
1.0,2003-08-01,3.0,RMSE,0.010892669203983046
1.0,2003-08-01,3.0,R-Squared,-5.3345289940171705
1.0,2003-08-01,4.0,RMSE,0.009692824764024366
1.0,2003-08-01,4.0,R-Squared,-0.521247345898729
